car_company,variant,car_age,km_driven,fuel_type,seller_type,transmission_type,num_of_ownership,mileage,engine,max_power,num_of_seats,selling_price
Hyundai,Others,10,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5,265000
Maruti,Swift VXI,9,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,330000
Maruti,Swift VXI,9,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,330000
Mahindra,Bolero 2011-2019 ZLX,7,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,509999
Hyundai,Others,7,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5,500000
Hyundai,Others,6,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,525000
Maruti,Others,2,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,675000
Hyundai,i20 1.2 Asta,11,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,300000
Maruti,Alto LXI,16,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,90000
Maruti,Swift Dzire VDI,4,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,650000
Maruti,Swift Dzire VXI,7,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,409000
Hyundai,Grand i10 CRDi Sportz,6,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,395000
Maruti,Swift Dzire VXI,7,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,400000
Chevrolet,Beat LS,9,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,120000
Tata,Others,3,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5,645000
Maruti,800 Std,15,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,81000
Honda,City i-DTEC VX,4,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,1300000
Honda,City i-DTEC VX,4,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,1250000
Maruti,Ertiga VXI,8,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7,535000
Nissan,Others,7,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5,555000
Honda,City i VTEC VX,7,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,725000
Renault,KWID RXL,5,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,229999
Toyota,Others,8,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,800000
Maruti,Wagon R VXI BS IV,4,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,409999
Hyundai,Others,3,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,1210000
Tata,Tiago 1.2 Revotron XZ,4,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,400000
Hyundai,Grand i10 1.2 CRDi Sportz,3,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,520000
Maruti,Baleno Zeta Automatic,5,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,650000
Maruti,Others,10,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5,325000
Maruti,Others,9,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5,420000
Maruti,Others,7,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,400000
Hyundai,i20 1.2 Asta,11,80000,Petrol,Individual,Manual,Fourth Owner,17.0,1197,80.0,5,254999
Maruti,Zen LXI,18,60000,Petrol,Individual,Manual,Fourth Owner,17.3,993,60.0,5,65000
Maruti,Others,4,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,351000
Toyota,Others,14,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,404000
Maruti,Ritz LDi,10,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,185000
Nissan,Others,10,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,250000
Hyundai,Others,8,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5,500000
Maruti,Others,14,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,85000
Maruti,Alto LX,16,80000,Petrol,Individual,Manual,Fourth Owner,19.7,796,46.3,5,85000
Maruti,Swift Dzire ZDi,10,90000,Diesel,Individual,Manual,Fourth Owner,19.3,1248,73.9,5,265000
Maruti,A-Star Vxi,11,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,130000
Maruti,Ertiga VDI,8,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,480000
Maruti,Others,13,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,170000
Nissan,Others,10,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,275000
Maruti,Wagon R LXI,16,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,89000
Ford,Figo Diesel Titanium,11,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,170000
Mahindra,Others,2,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5,1090000
Hyundai,Creta 1.6 CRDi AT SX Plus,4,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,1100000
Maruti,Others,3,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,610000
Datsun,GO T Option BSIV,5,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5,335000
Hyundai,Grand i10 Asta,6,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5,434999
Toyota,Others,3,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,3000000
Renault,KWID RXL,3,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,390000
Honda,Others,9,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,325000
Volkswagen,Others,2,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,640000
Nissan,Others,9,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5,450000
Toyota,Others,8,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5,400000
Hyundai,i10 Sportz,12,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,215000
Renault,Duster 85PS Diesel RxL,7,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,570000
Mahindra,XUV500 W8 2WD,9,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,680000
Toyota,Others,13,80000,Diesel,Individual,Manual,Fourth Owner,12.8,2494,102.0,7,325000
Tata,Others,10,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5,150000
Hyundai,Others,8,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5,690000
Mercedes-Benz,Others,8,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,5,1550000
Tata,Others,9,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4,64000
Nissan,Others,8,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,250000
Maruti,Wagon R LXI,16,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,65000
Maruti,Swift Dzire VDI,5,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,550000
Hyundai,i10 Magna,11,70000,Petrol,Individual,Manual,Fourth Owner,20.36,1197,78.9,5,140000
Renault,KWID RXT,5,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,300000
Volkswagen,Others,5,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5,800000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2625000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Hyundai,i10 Magna,11,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,150000
Honda,Others,12,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5,500000
Maruti,Swift Dzire VDI,6,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,480000
Hyundai,Verna 1.6 SX CRDi (O),7,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,535000
Maruti,Others,9,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,300000
Hyundai,Others,12,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,340000
Hyundai,Verna CRDi SX,12,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,340000
Maruti,Alto 800 VXI,5,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,240000
Honda,Others,3,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,1085000
Maruti,Others,4,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,750000
Maruti,Others,1,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5,409999
Maruti,Alto K10 VXI,7,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,215000
Mahindra,Others,5,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,1290000
Maruti,Alto K10 LXI,11,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,150000
Hyundai,EON Sportz,8,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,219000
Tata,Others,3,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,325000
Maruti,Others,8,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5,260000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2625000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Honda,Others,2,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,700000
Hyundai,Others,4,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,950000
Maruti,Alto LXi BSIII,11,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,160000
Hyundai,Others,6,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5,409999
Toyota,Innova 2.5 G (Diesel) 7 Seater,6,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,840000
Toyota,Others,8,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5,450000
Maruti,Others,4,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,900000
Toyota,Others,13,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,570000
Nissan,Others,10,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5,254999
Maruti,800 AC BSIII,12,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,130000
Maruti,Swift Dzire VDI,8,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,530000
Volkswagen,Polo 1.5 TDI Highline,6,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5,520000
Mahindra,Others,10,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5,229999
Maruti,800 AC BSIII,17,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,81000
Maruti,Swift VDI Optional,5,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,600000
Hyundai,Others,6,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,409999
Maruti,800 Std,11,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,120000
Maruti,Celerio VXI,7,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,320000
Ford,Figo Diesel EXI,6,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5,292000
Tata,Safari DICOR 2.2 LX 4x2,9,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,390000
Ford,Others,5,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,550000
Maruti,Celerio ZXI,7,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,385000
Hyundai,Others,5,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,800000
Maruti,Swift Dzire VXI 1.2,2,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,675000
Tata,Hexa XT,3,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,1525000
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,3,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,950000
Hyundai,i20 Active 1.4 SX with AVN,6,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,610000
Hyundai,i20 Asta 1.4 CRDi,9,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,525000
Honda,Others,2,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,700000
Mahindra,Bolero 2011-2019 SLE,6,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,375000
Nissan,Others,6,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,580000
Maruti,Others,6,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,434999
Datsun,RediGO 1.0 S,1,2136,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,350000
Hyundai,i20 Magna 1.2,6,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,600000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,6,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,1050000
Maruti,Baleno Alpha 1.3,4,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,735000
Renault,Duster 110PS Diesel RxZ,3,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5,1050000
Chevrolet,Others,5,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,420000
Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,4,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,800000
Maruti,Swift Dzire VDI,5,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,600000
Chevrolet,Others,10,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7,500000
Tata,Indica Vista Aqua 1.4 TDI,10,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,200000
Nissan,Others,5,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,370000
Hyundai,Others,11,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,260000
Mahindra,KUV 100 mFALCON D75 K8,5,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,280000
Maruti,Ertiga VXI,7,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,610000
Ford,Others,8,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0,5,300000
Tata,Others,11,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70.0,5,140000
Hyundai,i10 Magna 1.1L,13,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,229999
Maruti,A-Star Vxi,11,65000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,200000
Maruti,Others,10,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,200000
Hyundai,Others,6,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,560000
Maruti,Ertiga SHVS VDI,5,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,750000
Maruti,Swift VDI BSIV,4,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,585000
Hyundai,Others,5,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,760000
Maruti,Swift VDI BSIV,7,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,430000
Mahindra,Others,1,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,480000
Kia,Others,2,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5,643000
Hyundai,Xcent 1.2 VTVT S,3,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,500000
Honda,Others,5,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,425000
Maruti,Alto 800 LXI,7,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,250000
Maruti,Others,5,70000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,285000
Maruti,Swift Dzire VXi,13,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,160000
Volkswagen,Others,10,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250000
Chevrolet,Beat LS,8,70000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,170000
Toyota,Etios Liva GD,8,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,409999
Hyundai,Grand i10 AT Asta,6,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0,5,400000
Maruti,Swift Dzire VDI,2,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,700000
Honda,Others,14,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5,350000
Maruti,Others,5,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7,660000
Maruti,Alto 800 VXI,4,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,268000
Maruti,Alto 800 VXI,5,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,270000
Chevrolet,Beat Diesel LT,8,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,300000
Tata,Tiago 1.2 Revotron XZ,4,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,450000
Chevrolet,Beat Diesel LT,9,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,220000
Tata,Others,12,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.0,7,250000
Ford,Others,9,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,300000
Tata,Others,12,201850,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,88000
Maruti,Swift Dzire VDI,5,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,561000
Maruti,Swift Dzire VDI,3,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,755000
Datsun,Others,4,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,235000
Maruti,Alto K10 LXI,10,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,165000
Maruti,Swift Dzire LDi,13,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190000
Tata,Others,10,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5,110000
Mahindra,Others,9,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,8,320000
Hyundai,i20 Asta Option 1.2,5,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,540000
Hyundai,EON Era Plus,8,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,180000
Maruti,Eeco 7 Seater Standard BSIV,5,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,7,270000
Maruti,Others,9,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,450000
Maruti,Swift Dzire VXI,7,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,450000
Chevrolet,Beat LT,6,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,200000
Tata,Tiago 1.2 Revotron XZ,4,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,425000
Chevrolet,Sail 1.2 LS ABS,5,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,400000
Maruti,Alto LXi BSIII,12,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,125000
Jeep,Compass 2.0 Longitude Option BSIV,3,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,1600000
Honda,City i VTEC VX,6,22000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,900000
Volkswagen,Vento Diesel Highline,9,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,450000
Maruti,Alto K10 2010-2014 VXI,10,46000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,210000
Hyundai,i20 1.2 Asta Option,3,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,801000
Tata,Others,7,15000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7,317000
Maruti,Ertiga VXI,6,40000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,600000
Hyundai,i20 Magna,7,30000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,330000
Hyundai,EON Magna Plus,4,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,320000
Hyundai,Others,14,110000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5,120000
Maruti,Alto LXi,12,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,130000
Chevrolet,Others,6,80000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,220000
Tata,Others,6,110000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,340000
Ford,Others,8,70000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,200000
Toyota,Innova 2.5 G (Diesel) 8 Seater,8,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,1000000
Mahindra,Bolero SLX,11,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,495000
Maruti,Alto 800 LXI,6,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,236000
Maruti,Wagon R VXI BS IV,6,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,390000
Maruti,Swift Dzire VDi,12,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,275000
